hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,rep_guest,prev_cancel,payment_method,card_no,resv_status,meal,assgn_room,cus_seg,room-type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person ,pos,comm_pay,customer_review
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Lee Ramirez MD,764-987-4238,LMD@yahoo.com,3,Gold,0,0,Credit Card,************1841,Check-Out,BB,E,Corporate,Single Room,1, -   ,Agoda,550,9,180,"4,950",5%,248,"4,883",300, Refunded  ,23/12/2024,01/01/2025,123,Amy,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Allen Hoffman,387-020-2239,AHoffman@protonmail.com,5,Platinum,0,0,Online Transfer,************6785,Check-Out,BB,A,Corporate,Deluxe Room,3, -   ,Booking.com,650,3,180,"1,950",10%,195,"1,935",300, Refunded  ,19/02/2024,22/02/2024,122,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Michael Yu,648-953-8540,Michael_Yu59@comcast.net,5,Platinum,0,0,Credit Card,************2015,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,3,60,"1,650",10%,165,"1,545",300, Refunded  ,09/05/2024,12/05/2024,110.7,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Anthony Moss,963-680-1077,Anthony_Moss18@yandex.com,4,Platinum,0,0,Credit Card,************1583,Check-Out,BB,D,Family,Deluxe Room,2,1,Booking.com,650,4,240,"2,600",10%,260,"2,580",300, Refunded  ,01/11/2024,05/11/2024,85.86,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Tony Olson,177-359-1844,Tony_O@outlook.com,5,Gold,0,0,Credit Card,************2796,Check-Out,BB,A,Corporate,Deluxe Room,3, -   ,Direct,650,14,840,"9,100",5%,455,"9,485",300, Refunded  ,20/04/2024,04/05/2024,58.95,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Clayton Cowan,504-743-2620,Clayton.Cowan31@protonmail.com,5,Platinum,0,0,Online Transfer,************8621,Check-Out,BB,A,Corporate,Deluxe Room,3, -   ,Agoda,650,10,600,"6,500",10%,650,"6,450",300, Refunded  ,01/10/2024,11/10/2024,55.68,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Mrs. Debra Jackson DDS,307-631-6954,DDS_Mrs.@att.com,4,Gold,0,0,Cash,************5361,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,12,240,"6,600",5%,330,"6,510",300, Refunded  ,16/07/2024,28/07/2024,55.68,Kelly,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Raymond Young,699-642-7831,Young.Raymond92@verizon.com,4,Platinum,0,0,Credit Card,************1207,Check-Out,HB,A,Family,Royal Suite ,4,2,Agoda,"1,800",4,480,"7,200",10%,720,"6,960",300, Refunded  ,20/08/2024,24/08/2024,124,Leo,Sales Manager,30,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Lisa Schroeder,530-765-2207,Schroeder.Lisa@comcast.net,5,Gold,0,0,Online Transfer,************6525,Check-Out,HB,E,Individual,Deluxe Room,2, -   ,Direct,650,6,240,"3,900",5%,195,"3,945",300, Refunded  ,10/12/2024,16/12/2024,111.15,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kristin Roberts,697-234-2961,Kristin_Roberts56@protonmail.com,4,Gold,0,0,Credit Card,************5111,Check-Out,HB,E,Corporate,Single Room,1, -   ,Agoda,550,13,260,"7,150",5%,358,"7,053",300, Refunded  ,03/03/2024,16/03/2024,134.73,Amy,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Howard Williams,725-661-7321,Howard_W@outlook.com,5,Platinum,0,0,Credit Card,************7698,Check-Out,BB,F,Corporate,Single Room,1, -   ,Booking.com,550,14,280,"7,700",10%,770,"7,210",300, Refunded  ,02/08/2024,16/08/2024,92.45,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jennifer Murphy,704-540-0581,Murphy.Jennifer59@yandex.com,5,Gold,0,0,Cash,************5298,Check-Out,BB,A,Family,Single Room,1,2,Direct,550,5,300,"2,750",5%,138,"2,913",300, Refunded  ,14/04/2024,19/04/2024,108.73,Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Joshua Delacruz,865-382-8535,JoshuaDelacruz@outlook.com,4,Platinum,0,0,Credit Card,************7875,Check-Out,BB,C,Corporate,Deluxe Room,3, -   ,Agoda,650,9,540,"5,850",10%,585,"5,805",300, Refunded  ,31/03/2024,09/04/2024,73.8,Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Colleen Murphy,338-111-1480,Colleen.Murphy@mail.com,4,Platinum,0,0,Online Transfer,************2377,Check-Out,BB,C,Corporate,Single Room,1, -   ,Direct,550,14,280,"7,700",10%,770,"7,210",300, Refunded  ,10/04/2024,24/04/2024,98,Amy,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Rebecca Hebert,949-133-1514,RHebert34@zoho.com,5,Gold,0,0,Credit Card,************5325,Check-Out,BB,C,Corporate,Single Room,1, -   ,Booking.com,550,10,200,"5,500",5%,275,"5,425",300, Refunded  ,10/11/2024,20/11/2024,131,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Robert Campbell,889-737-3353,RCampbell@verizon.com,5,N/A,0,0,Online Transfer,************8057,Check-Out,BB,E,Family,Royal Suite ,3,3,Booking.com,"1,800",7,840,"12,600",0%, -   ,"13,440",300, Refunded  ,05/02/2024,12/02/2024,123,Amy,Sales Executive,30,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Matthew Lang,717-746-5383,Lang_Matthew34@hotmail.com,5,Gold,0,0,Cash,************9947,Check-Out,BB,C,Corporate,Single Room,1, -   ,Booking.com,550,7,140,"3,850",5%,193,"3,798",300, Refunded  ,03/10/2024,10/10/2024,94.71,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,David Mcgee,476-034-9610,David_M@aol.com,5,Platinum,0,0,Online Transfer,************6891,Check-Out,BB,A,Individual,Deluxe Room,2, -   ,Agoda,650,2,80,"1,300",10%,130,"1,250",300, Refunded  ,08/09/2024,10/09/2024,123,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jill Key,660-175-9098,JillKey89@att.com,5,Gold,0,0,Credit Card,************5468,Check-Out,BB,A,Individual,Deluxe Room,2, -   ,Booking.com,650,5,200,"3,250",5%,163,"3,288",300, Refunded  ,25/07/2024,30/07/2024,123,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Nicole Campbell,438-796-8267,NicoleCampbell26@zoho.com,5,Gold,0,0,Online Transfer,************2551,Check-Out,BB,A,Family,Deluxe Room,3,1,Agoda,650,9,720,"5,850",5%,293,"6,278",300, Refunded  ,15/12/2024,24/12/2024,73.8,Amy,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,James Hill,448-162-3076,Hill.James@mail.com,5,Platinum,0,0,Credit Card,************1311,Check-Out,BB,F,Corporate,Single Room,1, -   ,Booking.com,550,11,220,"6,050",10%,605,"5,665",300, Refunded  ,14/01/2024,25/01/2024,117,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Daniel Richard,540-499-1735,Daniel_R@xfinity.com,4,Gold,0,0,Credit Card,************9315,Check-Out,HB,E,Corporate,Single Room,1, -   ,Booking.com,550,12,240,"6,600",5%,330,"6,510",300, Refunded  ,20/02/2024,03/03/2024,196.54,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jacob Porter,432-456-4500,Porter_Jacob@verizon.com,2,Gold,0,0,Credit Card,************4203,Check-Out,BB,D,Individual,Single Room,2, -   ,Agoda,550,2,80,"1,100",5%,55,"1,125",300, Refunded  ,31/01/2024,02/02/2024,99.3,Kelly,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Susan Wilson,253-535-6431,Wilson_Susan@comcast.net,4,Gold,0,0,Cash,************9666,Check-Out,BB,E,Family,Deluxe Room,2,1,Booking.com,650,11,660,"7,150",5%,358,"7,453",300, Refunded  ,09/02/2024,20/02/2024,90.95,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Barbara Alvarez,358-294-6282,Barbara.A87@outlook.com,5,Platinum,0,0,Credit Card,************1072,Check-Out,BB,C,Corporate,Single Room,1, -   ,Booking.com,550,10,200,"5,500",10%,550,"5,150",300, Refunded  ,28/12/2024,07/01/2025,92.67,Kelly,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Noah Bowers,773-380-8502,NoahBowers@protonmail.com,4,Platinum,0,0,Credit Card,************7381,Check-Out,BB,D,Corporate,Single Room,1, -   ,Direct,550,11,220,"6,050",10%,605,"5,665",300, Refunded  ,04/12/2024,15/12/2024,71.55,Amy,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Thomas Morales,952-506-4281,Morales.Thomas@att.com,4,Platinum,0,0,Cash,************6048,Check-Out,BB,F,Corporate,Single Room,1, -   ,Direct,550,10,200,"5,500",10%,550,"5,150",300, Refunded  ,05/03/2024,15/03/2024,96.49,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Christopher Wilson,189-137-7120,Christopher.Wilson@mail.com,5,Platinum,0,0,Credit Card,************7117,Check-Out,BB,C,Family,Deluxe Room,3,1,Direct,650,1,80,650,10%,65,665,300, Refunded  ,05/09/2024,06/09/2024,85.8,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Marcus Mitchell,496-320-0970,Marcus.Mitchell40@hotmail.com,3,Platinum,0,0,Credit Card,************5645,Check-Out,BB,E,Corporate,Deluxe Room,3, -   ,Booking.com,650,16,960,"10,400",10%,"1,040","10,320",300, Refunded  ,28/05/2024,13/06/2024,96.3,Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Joshua Bailey,995-641-6241,JBailey29@aol.com,4,Gold,0,0,Online Transfer,************8273,Check-Out,BB,H,Corporate,Deluxe Room,3, -   ,Agoda,650,10,600,"6,500",5%,325,"6,775",300, Refunded  ,03/01/2024,13/01/2024,163,Kelly,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Dennis Weaver,247-140-1235,DWeaver@yandex.com,4,Platinum,0,0,Cash,************5292,Check-Out,HB,D,Corporate,Single Room,1, -   ,Booking.com,550,16,320,"8,800",10%,880,"8,240",300, Refunded  ,13/11/2024,29/11/2024,172,Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,William Gordon,244-158-4067,WilliamGordon@xfinity.com,4,Gold,0,0,Cash,************9110,Check-Out,BB,A,Family,Single Room,1,2,Agoda,550,9,540,"4,950",5%,248,"5,243",300, Refunded  ,28/09/2024,07/10/2024,110.7,Leo,Sales Manager,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Nicholas Acosta,879-786-1294,NAcosta52@gmail.com,5,Gold,0,0,Credit Card,************4489,Check-Out,BB,A,Corporate,Single Room,1, -   ,Booking.com,550,5,100,"2,750",5%,138,"2,713",300, Refunded  ,26/09/2024,01/10/2024,58.95,Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Angel Smith,777-065-6700,Angel_S@zoho.com,4,Platinum,0,0,Credit Card,************8689,Check-Out,BB,A,Corporate,Deluxe Room,3, -   ,Agoda,650,15,900,"9,750",10%,975,"9,675",300, Refunded  ,22/10/2024,06/11/2024,73.8,Leo,Sales Manager,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Rebecca Brooks,851-509-5189,Rebecca.Brooks84@yahoo.com,4,Platinum,0,0,Cash,************7896,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Agoda,650,12,480,"7,800",10%,780,"7,500",300, Refunded  ,30/01/2024,11/02/2024,97,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,John Rojas,817-841-9453,John_R@gmail.com,4,Platinum,0,0,Credit Card,************9251,Check-Out,HB,F,Family,Deluxe Room,2,1,Agoda,650,9,540,"5,850",10%,585,"5,805",300, Refunded  ,09/04/2024,18/04/2024,139,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Julie Rivera,375-746-1425,JulieRivera@verizon.com,3,Gold,0,0,Cash,************5004,Check-Out,BB,A,Corporate,Single Room,1, -   ,Agoda,550,1,20,550,5%,28,543,300, Refunded  ,11/01/2024,12/01/2024,67.24,Kelly,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Roberto Watson,219-113-9337,Watson.Roberto@xfinity.com,3,Platinum,0,0,Credit Card,************6650,Check-Out,BB,E,Individual,Deluxe Room,2, -   ,Booking.com,650,14,560,"9,100",10%,910,"8,750",300, Refunded  ,11/08/2024,25/08/2024,116.5,Amy,Sales Executive,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Joseph Yu,169-899-0305,Joseph_Yu48@aol.com,5,Platinum,0,0,Online Transfer,************1296,Check-Out,BB,E,Corporate,Single Room,1, -   ,Agoda,550,13,260,"7,150",10%,715,"6,695",300, Refunded  ,02/09/2024,15/09/2024,96.3,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,George Campbell,341-285-3564,Campbell_George@zoho.com,4,Gold,0,0,Credit Card,************8700,Check-Out,BB,A,Family,Royal Suite ,3,2,Booking.com,"1,800",7,700,"12,600",5%,630,"12,670",300, Refunded  ,13/02/2024,20/02/2024,123,Kelly,Sales Executive,30,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Edwin Norton,203-192-1183,Edwin_Norton@aol.com,4,Gold,0,0,Credit Card,************7834,Check-Out,BB,D,Corporate,Single Room,1, -   ,Agoda,550,10,200,"5,500",5%,275,"5,425",300, Refunded  ,02/06/2024,12/06/2024,71.55,Kelly,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Leslie Lewis,579-451-3893,LeslieLewis@xfinity.com,5,Gold,0,0,Cash,************7290,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Agoda,650,7,280,"4,550",5%,228,"4,603",300, Refunded  ,29/09/2024,06/10/2024,71.55,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Wendy Adkins,855-406-2365,Adkins_Wendy86@gmail.com,4,Platinum,0,0,Online Transfer,************2163,Check-Out,HB,D,Corporate,Deluxe Room,3, -   ,Direct,650,5,300,"3,250",10%,325,"3,225",300, Refunded  ,01/06/2024,06/06/2024,149,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Brenda Rodgers,947-400-1398,Brenda.Rodgers@xfinity.com,5,Platinum,0,0,Credit Card,************4454,Check-Out,BB,G,Family,Royal Suite ,3,2,Booking.com,"1,800",11,"1,100","19,800",10%,"1,980","18,920",300, Refunded  ,22/03/2024,02/04/2024,163,Amy,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Michael Griffin MD,321-266-0289,MMD@hotmail.com,4,Gold,0,0,Credit Card,************1445,Check-Out,BB,C,Corporate,Deluxe Room,3, -   ,Booking.com,650,16,960,"10,400",5%,520,"10,840",300, Refunded  ,02/05/2024,18/05/2024,79.5,Kelly,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Todd Cox,980-217-8754,Todd.Cox97@verizon.com,5,Platinum,0,0,Online Transfer,************4279,Check-Out,HB,A,Individual,Deluxe Room,2, -   ,Booking.com,650,15,600,"9,750",10%,975,"9,375",300, Refunded  ,04/10/2024,19/10/2024,105,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Linda Anderson,161-412-7478,LindaAnderson@att.com,5,Platinum,0,0,Credit Card,************7036,Check-Out,BB,G,Individual,Deluxe Room,2, -   ,Agoda,650,8,320,"5,200",10%,520,"5,000",300, Refunded  ,03/05/2024,11/05/2024,123,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Sharon Nelson,862-437-9998,Nelson_Sharon70@xfinity.com,5,Gold,0,0,Online Transfer,************1883,Check-Out,BB,A,Family,Deluxe Room,2,1,Agoda,650,15,900,"9,750",5%,488,"10,163",300, Refunded  ,05/12/2024,20/12/2024,73.8,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Mario Bennett,584-994-9131,Mario_Bennett@hotmail.com,5,Gold,0,0,Credit Card,************5128,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Agoda,650,10,400,"6,500",5%,325,"6,575",300, Refunded  ,14/10/2024,24/10/2024,113,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Kristin Campos,574-702-2890,Kristin.Campos48@att.com,5,Gold,0,0,Cash,************4400,Check-Out,FB,H,Corporate,Deluxe Room,3, -   ,Agoda,650,14,840,"9,100",5%,455,"9,485",300, Refunded  ,01/11/2024,15/11/2024,0,Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Tamara Kennedy,770-218-7968,Kennedy.Tamara@comcast.net,5,N/A,0,0,Online Transfer,************3323,Check-Out,BB,E,Corporate,Single Room,1, -   ,Agoda,550,6,120,"3,300",0%, -   ,"3,420",300, Refunded  ,27/03/2024,02/04/2024,123,Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Tiffany Phillips,780-067-0965,Tiffany.Phillips@outlook.com,5,Platinum,0,0,Cash,************5509,Check-Out,BB,C,Family,Single Room,1,2,Booking.com,550,14,840,"7,700",10%,770,"7,770",300, Refunded  ,30/08/2024,13/09/2024,73.8,Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Larry Velasquez,939-592-8567,LarryVelasquez83@yahoo.com,5,Platinum,0,0,Credit Card,************8815,Check-Out,BB,A,Individual,Deluxe Room,2, -   ,Direct,650,9,360,"5,850",10%,585,"5,625",300, Refunded  ,13/09/2024,22/09/2024,114.5,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Troy Wolf,951-206-5844,Wolf.Troy22@gmail.com,4,N/A,0,0,Credit Card,************7576,Check-Out,BB,A,Individual,Deluxe Room,3, -   ,Direct,650,12,720,"7,800",0%, -   ,"8,520",300, Refunded  ,19/11/2024,01/12/2024,73.8,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Richard Jones,998-911-5071,Richard.J@att.com,5,Gold,0,0,Online Transfer,************2699,Check-Out,BB,C,Corporate,Deluxe Room,3, -   ,Booking.com,650,1,60,650,5%,33,678,300, Refunded  ,01/07/2024,02/07/2024,73.8,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Samantha Porter,355-960-5246,Porter.Samantha@protonmail.com,5,Platinum,0,0,Credit Card,************1776,Check-Out,BB,C,Family,Deluxe Room,3,1,Booking.com,650,10,800,"6,500",10%,650,"6,650",300, Refunded  ,30/07/2024,09/08/2024,88.2,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Michael Bass,994-189-2675,Bass_Michael@att.com,5,Gold,0,0,Credit Card,************8906,Check-Out,BB,D,Corporate,Single Room,1, -   ,Booking.com,550,10,200,"5,500",5%,275,"5,425",300, Refunded  ,16/11/2024,26/11/2024,97,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Glen Chavez,702-737-4764,Chavez_Glen@xfinity.com,4,Platinum,0,0,Online Transfer,************6113,Check-Out,BB,C,Corporate,Deluxe Room,3, -   ,Direct,650,7,420,"4,550",10%,455,"4,515",300, Refunded  ,09/01/2024,16/01/2024,85.1,Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Rebecca Jones,140-142-8767,Jones_Rebecca@comcast.net,5,Platinum,0,0,Online Transfer,************5663,Check-Out,BB,A,Individual,Deluxe Room,2, -   ,Agoda,650,10,400,"6,500",10%,650,"6,250",300, Refunded  ,07/05/2024,17/05/2024,89,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Dr. Michael Gallegos,864-609-4982,Gallegos_Dr.61@xfinity.com,5,Platinum,0,0,Credit Card,************2512,Check-Out,BB,D,Family,Deluxe Room,3,1,Booking.com,650,12,960,"7,800",10%,780,"7,980",300, Refunded  ,03/01/2024,15/01/2024,80.1,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Veronica Allen,171-794-8523,Veronica.A@comcast.net,4,N/A,0,0,Credit Card,************3231,Check-Out,BB,E,Corporate,Deluxe Room,3, -   ,Agoda,650,16,960,"10,400",0%, -   ,"11,360",300, Refunded  ,23/07/2024,08/08/2024,98,Kelly,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Mike Anderson,582-743-3948,Anderson_Mike50@mail.com,4,Platinum,0,0,Online Transfer,************1286,Check-Out,BB,A,Individual,Single Room,2, -   ,Direct,550,16,640,"8,800",10%,880,"8,560",300, Refunded  ,06/03/2024,22/03/2024,101,Kelly,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,James Foster,941-412-0617,Foster.James@att.com,5,Gold,0,0,Cash,************9670,Check-Out,BB,D,Individual,Deluxe Room,3, -   ,Booking.com,650,10,600,"6,500",5%,325,"6,775",300, Refunded  ,31/05/2024,10/06/2024,97,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Brian Fisher,460-149-7682,Brian_Fisher86@comcast.net,2,Platinum,0,0,Credit Card,************6637,Check-Out,BB,G,Family,Royal Suite ,4,2,Agoda,"1,800",10,"1,200","18,000",10%,"1,800","17,400",300, Refunded  ,24/06/2024,04/07/2024,167,Leo,Sales Manager,30,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Elizabeth Wilson,957-432-0410,Elizabeth.W17@zoho.com,5,Platinum,0,0,Cash,************7590,Check-Out,HB,G,Corporate,Deluxe Room,3, -   ,Direct,650,3,180,"1,950",10%,195,"1,935",300, Refunded  ,11/07/2024,14/07/2024,225,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Joshua Graham,836-923-6657,Joshua.G42@gmail.com,5,Platinum,0,0,Credit Card,************9251,Check-Out,BB,E,Corporate,Deluxe Room,3, -   ,Agoda,650,11,660,"7,150",10%,715,"7,095",300, Refunded  ,30/09/2024,11/10/2024,97,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kevin Lee,606-443-7740,Kevin.Lee17@verizon.com,5,Gold,0,0,Online Transfer,************9268,Check-Out,BB,D,Individual,Single Room,2, -   ,Agoda,550,6,240,"3,300",5%,165,"3,375",300, Refunded  ,04/11/2024,10/11/2024,87.3,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Eric Pugh,908-309-5196,EricPugh@mail.com,5,Platinum,0,0,Credit Card,************8507,Check-Out,BB,D,Family,Single Room,1,2,Direct,550,9,540,"4,950",10%,495,"4,995",300, Refunded  ,25/03/2024,03/04/2024,85.59,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Kendra Kent,772-663-8044,KKent@comcast.net,4,Platinum,0,0,Online Transfer,************3052,Check-Out,BB,E,Corporate,Deluxe Room,3, -   ,Agoda,650,2,120,"1,300",10%,130,"1,290",300, Refunded  ,07/07/2024,09/07/2024,123,Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Ashley Hall,544-294-5585,Hall_Ashley@zoho.com,4,Gold,0,0,Credit Card,************4915,Check-Out,BB,E,Corporate,Deluxe Room,3, -   ,Direct,650,8,480,"5,200",5%,260,"5,420",300, Refunded  ,12/01/2024,20/01/2024,107,Leo,Sales Manager,20,Very Good
